Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Type
Wii,2008,Puzzle,110000,0,0,10000,console
PS2,2002,Role-Playing,3640000,1200000,1490000,70000,console
SAT,1995,Role-Playing,0,0,300000,0,console
PSP,2005,Racing,470000,340000,0,220000,portable
Wii,2008,Platform,100000,0,0,10000,console
Wii,2008,Sports,180000,190000,0,40000,console
DS,2008,Action,0,0,20000,0,portable
DS,2008,Adventure,20000,0,0,0,portable
DS,2009,Action,170000,130000,0,30000,portable
PSV,2014,Role-Playing,220000,140000,320000,100000,portable
PS3,2015,Action,0,10000,0,0,console
PS2,2007,Misc,100000,590000,0,180000,console
PS2,2002,Racing,410000,320000,0,110000,console
N64,1997,Racing,60000,10000,0,0,console
X360,2007,Role-Playing,410000,230000,0,70000,console
PSP,2008,Misc,90000,10000,0,10000,portable
XOne,2013,Strategy,110000,40000,0,10000,console
PS3,2014,Platform,0,0,10000,0,console
Wii,2008,Sports,780000,10000,0,70000,console
PS2,2005,Action,2710000,1290000,20000,430000,console
PS2,2009,Adventure,0,0,20000,0,console
PS3,2015,Adventure,20000,30000,0,10000,console
GC,2003,Racing,20000,10000,0,0,console
PS2,2005,Shooter,120000,90000,0,30000,console
PC,2004,Adventure,0,10000,0,0,pc
PS3,2011,Action,140000,80000,0,30000,console
PS2,2004,Platform,100000,80000,0,30000,console
X360,2009,Sports,590000,1790000,10000,230000,console
N64,1999,Strategy,0,0,200000,0,console
PS,1996,Role-Playing,0,0,460000,30000,console
PS2,2006,Action,0,0,50000,0,console
WiiU,2014,Action,210000,90000,0,30000,portable
DS,2009,Adventure,150000,220000,0,50000,portable
PSP,2006,Racing,870000,980000,0,590000,portable
Wii,2007,Fighting,210000,20000,0,20000,console
XB,2003,Action,100000,30000,0,0,console
PS2,2005,Simulation,950000,40000,0,160000,console
Wii,2009,Sports,40000,0,0,0,console
Wii,2011,Action,20000,0,0,0,console
PS2,2008,Adventure,0,0,20000,0,console
PS2,2008,Racing,10000,0,0,210000,console
PC,2001,Sports,0,30000,0,10000,pc
3DS,2012,Sports,180000,640000,270000,100000,portable
3DS,2013,Role-Playing,0,0,60000,0,portable
PS,2000,Sports,350000,240000,0,40000,console
X360,2009,Shooter,320000,150000,0,50000,console
XB,2002,Sports,20000,10000,0,0,console
DS,2005,Role-Playing,0,0,140000,0,portable
GC,2003,Platform,160000,40000,0,10000,console
XB,2005,Action,260000,110000,0,20000,console
PS,1998,Platform,550000,380000,0,60000,console
XB,2002,Shooter,590000,120000,0,30000,console
PS2,2003,Platform,1080000,450000,0,140000,console
XB,2005,Shooter,220000,60000,0,10000,console
PS2,2003,Action,710000,580000,510000,170000,console
X360,2008,Racing,330000,440000,10000,90000,console
DS,2011,Puzzle,30000,0,0,0,portable
PS2,2007,Misc,3490000,10000,10000,1480000,console
PS2,2002,Action,130000,100000,250000,30000,console
DS,2006,Misc,0,0,60000,0,portable
PC,2009,Strategy,0,20000,0,0,pc
PC,2011,Strategy,0,30000,0,10000,pc
N64,1998,Racing,280000,140000,0,10000,console
PS4,2016,Adventure,10000,10000,0,0,console
DS,2010,Role-Playing,0,0,130000,0,portable
PSV,2016,Action,0,0,30000,0,portable
DS,2008,Role-Playing,60000,0,0,0,portable
PS2,2003,Misc,200000,160000,0,50000,console
PS3,2015,Racing,0,30000,30000,10000,console
PS2,2010,Adventure,0,0,20000,0,console
GBA,2005,Racing,190000,70000,0,0,portable
PS2,2009,Misc,40000,30000,0,10000,console
N64,1999,Platform,3330000,790000,1090000,60000,console
DS,2006,Role-Playing,0,0,30000,0,portable
XB,2005,Role-Playing,480000,190000,0,30000,console
DS,2008,Simulation,610000,100000,0,60000,portable
PC,2009,Strategy,0,40000,0,10000,pc
GC,2003,Fighting,530000,140000,0,20000,console
PS2,2008,Misc,610000,0,0,180000,console
PC,2009,Racing,0,20000,0,0,pc
PS3,2010,Action,270000,100000,0,50000,console
PS2,2004,Racing,110000,80000,0,30000,console
3DS,2012,Action,0,0,30000,0,portable
SAT,1996,Fighting,0,0,620000,0,console
X360,2012,Simulation,70000,0,0,10000,console
PC,2007,Role-Playing,0,20000,0,0,pc
PSP,2006,Shooter,440000,280000,0,180000,portable
PS2,2006,Action,0,0,70000,0,console
PSP,2007,Platform,1400000,1400000,100000,870000,portable
PS2,2002,Puzzle,30000,20000,0,10000,console
PS2,2003,Racing,740000,1010000,0,200000,console
PSP,2006,Role-Playing,20000,0,0,0,portable
PC,2014,Action,80000,360000,0,40000,pc
XB,2004,Platform,110000,30000,0,10000,console
X360,2012,Action,310000,130000,20000,40000,console
PC,2011,Role-Playing,90000,90000,0,30000,pc
GBA,2001,Sports,190000,70000,0,0,portable
2600,1985,Puzzle,420000,30000,0,0,console
DS,2011,Shooter,40000,0,0,0,portable
Wii,2009,Sports,100000,0,0,10000,console
2600,1982,Sports,520000,30000,0,10000,console
PC,2015,Action,0,20000,0,0,pc
PS2,2006,Sports,230000,180000,0,60000,console
WiiU,2012,Action,190000,130000,0,30000,portable
PS2,2008,Sports,0,0,220000,0,console
DS,2011,Misc,0,50000,0,10000,portable
XB,2003,Racing,1090000,550000,0,70000,console
X360,2009,Shooter,120000,70000,0,20000,console
PS2,2006,Fighting,0,0,50000,0,console
DS,2007,Adventure,130000,0,0,10000,portable
PS,1997,Racing,160000,110000,0,20000,console
PC,2011,Racing,0,130000,0,30000,pc
SNES,1994,Adventure,0,0,810000,0,console
Wii,2008,Simulation,250000,40000,0,30000,console
PS3,2011,Role-Playing,780000,470000,30000,200000,console
DS,2010,Action,320000,170000,0,50000,portable
DS,2007,Fighting,110000,10000,0,10000,portable
PC,2007,Puzzle,10000,20000,0,10000,pc
PS,1997,Fighting,60000,40000,120000,10000,console
PS2,2009,Sports,120000,10000,0,130000,console
Wii,2009,Action,150000,0,30000,10000,console
GC,2002,Puzzle,170000,40000,0,10000,console
DS,2005,Platform,1220000,1570000,60000,290000,portable
PS2,2008,Fighting,40000,30000,0,10000,console
PS4,2014,Sports,1460000,540000,10000,370000,console
PS3,2011,Misc,130000,60000,0,40000,console
X360,2009,Adventure,0,0,40000,0,console
XB,2004,Strategy,30000,10000,0,0,console
GBA,2005,Racing,20000,10000,0,0,portable
PC,2011,Action,160000,450000,0,130000,pc
GBA,2003,Action,520000,190000,0,10000,portable
PS3,2009,Platform,120000,170000,10000,70000,console
X360,2006,Sports,440000,0,0,40000,console
PS2,2004,Fighting,1090000,150000,650000,40000,console
PS2,2005,Platform,60000,50000,0,20000,console
Wii,2009,Misc,60000,0,0,0,console
DS,2009,Puzzle,0,140000,0,20000,portable
WiiU,2013,Strategy,60000,40000,0,10000,portable
WiiU,2012,Sports,210000,120000,0,40000,portable
X360,2008,Misc,180000,0,0,10000,console
PS,1998,Fighting,60000,40000,0,10000,console
XB,2006,Action,110000,30000,0,10000,console
SAT,1995,Sports,0,0,150000,0,console
DS,2005,Action,130000,0,310000,10000,portable
GBA,2002,Racing,200000,70000,0,0,portable
PSP,2007,Platform,0,0,30000,0,portable
PS2,2004,Racing,260000,210000,0,70000,console
PS,1997,Sports,10000,10000,0,0,console
X360,2010,Sports,730000,100000,0,60000,console
DS,2010,Simulation,60000,0,0,0,portable
DS,2006,Role-Playing,80000,0,0,10000,portable
PSP,2011,Adventure,0,0,40000,0,portable
XB,2004,Misc,240000,50000,0,10000,console
SAT,1997,Fighting,0,0,180000,0,console
X360,2014,Misc,410000,160000,0,60000,console
DS,2009,Action,210000,350000,0,70000,portable
XB,2005,Shooter,30000,10000,0,0,console
DS,2011,Strategy,0,20000,0,0,portable
PS,1995,Shooter,0,0,150000,10000,console
DS,2009,Strategy,0,0,210000,0,portable
NES,1987,Platform,450000,80000,270000,10000,console
XOne,2014,Action,120000,70000,0,20000,console
PS2,2003,Strategy,140000,110000,250000,40000,console
PS3,2010,Misc,90000,0,0,10000,console
PS2,2004,Misc,180000,140000,0,50000,console
Wii,2010,Sports,140000,90000,0,20000,console
DS,2009,Misc,250000,0,0,20000,portable
PS3,2011,Misc,330000,210000,0,90000,console
PS3,2012,Action,100000,30000,60000,20000,console
Wii,2007,Shooter,60000,0,0,0,console
PS,1997,Racing,40000,20000,0,0,console
DS,2007,Role-Playing,670000,30000,0,60000,portable
PS,1998,Fighting,50000,40000,70000,10000,console
XOne,2016,Fighting,190000,60000,0,30000,console
GBA,2005,Platform,500000,180000,0,10000,portable
PS3,2012,Strategy,240000,250000,0,110000,console
PS3,2008,Racing,100000,80000,0,40000,console
DS,2007,Platform,40000,0,0,0,portable
PSP,2007,Sports,210000,110000,280000,80000,portable
PS2,2003,Fighting,950000,740000,0,250000,console
PC,2004,Shooter,50000,40000,0,10000,pc
PS2,2004,Fighting,140000,110000,0,40000,console
DS,2004,Sports,0,0,50000,0,portable
GC,2003,Shooter,100000,30000,0,0,console
PSP,2008,Action,60000,0,0,10000,portable
PC,2010,Misc,0,20000,0,10000,pc
PC,1995,Strategy,1700000,2270000,0,230000,pc
PS,1995,Fighting,290000,200000,20000,40000,console
XB,2004,Sports,400000,110000,0,20000,console
PS,1997,Platform,40000,20000,0,0,console
DS,2009,Action,270000,230000,0,60000,portable
GBA,2001,Platform,40000,20000,0,0,portable
XB,2005,Adventure,60000,20000,0,0,console
XOne,2014,Action,2260000,890000,0,300000,console
DS,2011,Platform,0,60000,0,0,portable
XB,2003,Racing,100000,30000,0,0,console
PS,2000,Sports,70000,50000,0,10000,console
XB,2003,Racing,10000,0,0,0,console
PC,2003,Simulation,0,20000,0,0,pc
XB,2003,Sports,140000,40000,0,10000,console
X360,2011,Shooter,90000,20000,0,10000,console
PSP,2013,Adventure,0,0,30000,0,portable
3DS,2011,Strategy,0,0,30000,0,portable
DS,2009,Action,4400000,2770000,3960000,770000,portable
SAT,1995,Shooter,0,0,620000,0,console
PS,1998,Fighting,270000,180000,0,30000,console
PS,1997,Racing,4019999,3870000,2540000,520000,console
N64,1998,Shooter,150000,40000,0,0,console
DS,2010,Action,930000,970000,20000,210000,portable
PS2,2002,Misc,140000,110000,0,40000,console
DS,2008,Action,530000,0,0,40000,portable
PS4,2014,Misc,340000,170000,0,110000,console
PC,2008,Action,20000,30000,0,10000,pc
GBA,2002,Role-Playing,180000,70000,0,0,portable
GB,2001,Action,940000,620000,100000,70000,portable
N64,1997,Platform,1370000,410000,40000,40000,console
PS2,2005,Action,30000,20000,740000,10000,console
GBA,2005,Shooter,50000,20000,0,0,portable
GC,2001,Sports,420000,110000,0,10000,console
DS,2007,Sports,70000,0,0,10000,portable
DS,2008,Misc,130000,0,0,10000,portable
Wii,2010,Simulation,320000,30000,0,30000,console
Wii,2007,Misc,0,0,100000,0,console
Wii,2008,Sports,90000,0,0,10000,console
PC,2009,Shooter,10000,0,0,0,pc
PS2,2004,Action,40000,30000,0,10000,console
PC,2009,Action,10000,10000,0,0,pc
XB,2005,Fighting,10000,0,0,0,console
PS,2002,Racing,130000,90000,0,20000,console
PC,2010,Action,0,40000,0,10000,pc
DS,2007,Action,250000,0,310000,20000,portable
PC,2007,Action,0,30000,0,10000,pc
PC,2011,Strategy,0,1130000,0,320000,pc
3DS,2012,Misc,70000,70000,120000,10000,portable
X360,2007,Action,110000,10000,0,10000,console
X360,2012,Sports,2530000,160000,0,170000,console
PS,1995,Action,0,0,420000,30000,console
XB,2002,Racing,90000,30000,0,0,console
PSP,2012,Adventure,0,0,20000,0,portable
DS,2007,Strategy,0,0,300000,0,portable
GB,1996,Role-Playing,0,0,270000,0,portable
PS,1998,Sports,430000,290000,0,50000,console
PS2,2003,Simulation,80000,60000,0,20000,console
DS,2008,Sports,0,100000,0,0,portable
PS4,2015,Action,70000,30000,20000,20000,console
DS,2010,Strategy,90000,150000,0,30000,portable
GBA,2006,Misc,10000,0,0,0,portable
XB,2003,Racing,180000,50000,0,10000,console
PS2,2002,Misc,0,0,10000,0,console
PC,2003,Simulation,1030000,800000,0,90000,pc
PS2,2007,Fighting,920000,0,10000,1410000,console
PSP,2011,Adventure,0,0,10000,0,portable
PS,1997,Fighting,160000,110000,120000,30000,console
GBA,2002,Platform,180000,70000,0,0,portable
Wii,2008,Adventure,140000,0,0,10000,console
GBA,2002,Misc,430000,160000,0,10000,portable
PS2,2002,Shooter,1450000,1290000,120000,460000,console
XB,2003,Sports,70000,20000,0,0,console
3DS,2012,Action,550000,10000,0,40000,portable
PSP,2012,Action,0,0,70000,0,portable
DS,2010,Simulation,250000,0,0,20000,portable
DS,2005,Action,140000,10000,0,10000,portable
DS,2007,Strategy,80000,10000,50000,10000,portable
XB,2005,Action,80000,20000,0,0,console
PS2,2008,Sports,30000,0,0,280000,console
DS,2010,Puzzle,1630000,520000,350000,180000,portable
PS2,2002,Sports,0,0,250000,0,console
PS3,2009,Sports,600000,2460000,50000,520000,console
DS,2009,Role-Playing,60000,0,30000,0,portable
PC,2006,Action,0,30000,0,10000,pc
PSP,2006,Adventure,0,0,20000,0,portable
DS,2009,Simulation,10000,0,0,0,portable
PSP,2007,Sports,600000,40000,0,70000,portable
X360,2011,Racing,50000,10000,0,0,console
PSP,2012,Role-Playing,0,0,90000,0,portable
XB,2002,Sports,150000,40000,0,10000,console
NES,1986,Platform,0,0,1500000,0,console
GEN,1993,Action,0,0,70000,0,console
Wii,2010,Strategy,110000,100000,0,20000,console
DS,2006,Action,80000,0,0,10000,portable
Wii,2009,Misc,410000,0,0,30000,console
2600,1981,Action,350000,20000,0,0,console
Wii,2009,Strategy,0,0,60000,0,console
PS3,2009,Racing,0,60000,0,20000,console
PS2,2002,Role-Playing,30000,20000,0,10000,console
Wii,2012,Action,0,10000,0,0,console
DS,2005,Misc,80000,0,0,10000,portable
X360,2011,Misc,290000,90000,0,30000,console
3DS,2014,Action,90000,130000,0,20000,portable
XB,2004,Sports,100000,30000,0,0,console
PS,1999,Role-Playing,560000,380000,280000,80000,console
DS,2010,Misc,120000,0,0,10000,portable
PC,2010,Racing,0,40000,0,10000,pc
PS,2000,Platform,80000,60000,0,10000,console
PS3,2009,Role-Playing,1740000,1240000,1870000,520000,console
PS3,2011,Action,0,0,150000,0,console
DS,2008,Adventure,240000,0,0,20000,portable
X360,2009,Action,140000,0,0,10000,console
PSP,2008,Adventure,0,0,20000,0,portable
PS3,2016,Action,130000,0,0,30000,console
SAT,1994,Racing,0,0,70000,0,console
SNES,1994,Strategy,0,0,530000,0,console
PSP,2012,Action,0,0,40000,0,portable
X360,2007,Sports,450000,10000,0,40000,console
PC,2004,Strategy,10000,220000,0,50000,pc
X360,2011,Racing,230000,410000,10000,80000,console
Wii,2007,Sports,150000,0,0,10000,console
DS,2010,Misc,410000,0,0,30000,portable
3DS,2013,Role-Playing,0,0,10000,0,portable
PSP,2012,Action,0,0,30000,0,portable
3DS,2013,Fighting,0,0,80000,0,portable
DS,2009,Adventure,220000,10000,0,20000,portable
GBA,2004,Role-Playing,160000,60000,0,0,portable
PC,2014,Adventure,0,50000,0,0,pc
Wii,2009,Shooter,290000,230000,0,60000,console
SNES,1992,Fighting,1420000,510000,2100000,70000,console
DS,2008,Shooter,30000,10000,0,0,portable
PS2,2003,Misc,150000,120000,0,40000,console
PS2,2004,Racing,2710000,3020000,80000,1090000,console
GEN,1993,Platform,0,0,50000,0,console
SAT,1994,Fighting,0,0,50000,0,console
DS,2005,Fighting,80000,0,0,10000,portable
PSV,2013,Action,0,0,130000,0,portable
PS,2000,Misc,0,0,150000,10000,console
XB,2006,Shooter,10000,0,0,0,console
X360,2014,Shooter,460000,220000,10000,60000,console
DS,2006,Role-Playing,370000,20000,140000,30000,portable
PC,2015,Simulation,0,40000,0,0,pc
2600,1982,Action,150000,10000,0,0,console
GBA,2005,Platform,270000,100000,0,10000,portable
DS,2011,Misc,0,30000,0,0,portable
PSP,2010,Action,90000,180000,10000,100000,portable
DS,2007,Role-Playing,0,0,90000,0,portable
PC,2004,Shooter,0,70000,0,20000,pc
XB,2004,Platform,90000,30000,0,0,console
DS,2006,Action,120000,30000,110000,10000,portable
PS2,2007,Fighting,0,0,30000,0,console
3DS,2015,Misc,10000,610000,20000,40000,portable
PC,1996,Strategy,1370000,1340000,0,140000,pc
PSP,2010,Action,0,0,70000,0,portable
PS3,2010,Action,140000,10000,0,20000,console
PC,2006,Shooter,0,10000,0,0,pc
PSV,2011,Action,140000,60000,0,40000,portable
PS2,2005,Shooter,850000,30000,220000,140000,console
GBA,2004,Action,310000,120000,0,10000,portable
PS3,2008,Action,880000,540000,20000,250000,console
N64,1999,Role-Playing,160000,40000,50000,0,console
PS2,2004,Sports,1150000,80000,0,190000,console
DS,2009,Puzzle,30000,10000,0,0,portable
X360,2010,Sports,270000,40000,0,20000,console
PS3,2009,Role-Playing,490000,160000,0,90000,console
X360,2015,Action,40000,40000,0,10000,console
Wii,2009,Sports,150000,270000,0,60000,console
PS3,2013,Role-Playing,0,0,20000,0,console
PS2,2005,Adventure,60000,50000,0,20000,console
PSP,2009,Action,50000,30000,0,20000,portable
N64,2000,Sports,110000,10000,0,0,console
XB,2005,Action,150000,40000,0,10000,console
DS,2005,Action,0,0,30000,0,portable
PS,1995,Action,50000,30000,0,10000,console
DS,2006,Shooter,30000,0,0,0,portable
PC,2013,Action,0,50000,0,10000,pc
DS,2010,Puzzle,70000,110000,0,20000,portable
X360,2014,Action,620000,400000,0,100000,console
PS3,2013,Shooter,200000,310000,0,130000,console
DS,2007,Action,0,0,70000,0,portable
PC,2009,Strategy,0,10000,0,0,pc
Wii,2011,Action,130000,130000,10000,30000,console
PS2,2004,Simulation,0,0,20000,0,console
PC,2016,Shooter,0,40000,0,0,pc
DS,2009,Puzzle,70000,60000,0,10000,portable
GBA,2001,Misc,50000,20000,0,0,portable
DS,2007,Simulation,1610000,1500000,100000,390000,portable
PSP,2010,Action,70000,20000,0,20000,portable
PSV,2013,Action,150000,350000,0,160000,portable
PS2,2002,Shooter,670000,520000,0,170000,console
PS2,2011,Adventure,0,0,20000,0,console
PS3,2012,Action,550000,340000,30000,130000,console
XOne,2014,Shooter,790000,680000,10000,130000,console
PS3,2010,Misc,160000,180000,0,70000,console
SNES,1996,Role-Playing,0,0,1360000,0,console
3DS,2012,Sports,50000,20000,100000,10000,portable
PS4,2015,Shooter,360000,320000,30000,140000,console
X360,2008,Misc,1000000,140000,0,100000,console
PSP,2009,Platform,70000,0,0,10000,portable
DS,2010,Adventure,0,0,20000,0,portable
Wii,2011,Shooter,600000,210000,0,80000,console
DS,2005,Shooter,20000,0,0,0,portable
PS3,2014,Puzzle,0,0,40000,0,console
DS,2007,Misc,250000,0,0,20000,portable
PS2,2005,Action,20000,20000,0,10000,console
DS,2008,Misc,10000,20000,0,0,portable
PS2,2003,Racing,210000,160000,0,50000,console
PS2,2006,Strategy,550000,20000,0,90000,console
PS3,2015,Action,0,0,490000,0,console
PSP,2007,Sports,260000,0,0,20000,portable
PC,2011,Strategy,0,10000,0,0,pc
X360,2011,Misc,0,20000,0,0,console
GBA,2004,Action,80000,30000,0,0,portable
PS4,2015,Role-Playing,90000,100000,0,40000,console
3DS,2012,Adventure,30000,0,0,0,portable
PSV,2012,Action,260000,150000,10000,100000,portable
DS,2007,Puzzle,920000,1780000,920000,370000,portable
DS,2008,Role-Playing,0,0,50000,0,portable
XB,2006,Action,20000,10000,0,0,console
PS2,2002,Fighting,160000,120000,0,40000,console
X360,2006,Action,290000,60000,10000,30000,console
XB,2006,Fighting,20000,0,0,0,console
DS,2007,Misc,410000,10000,0,30000,portable
PC,2014,Simulation,0,430000,0,50000,pc
Wii,2009,Platform,110000,0,0,10000,console
Wii,2008,Simulation,140000,10000,0,10000,console
DS,2009,Misc,70000,0,0,10000,portable
PS2,2006,Action,1060000,820000,50000,280000,console
GC,2006,Racing,100000,30000,0,0,console
PC,2009,Role-Playing,0,40000,0,10000,pc
PS2,2004,Sports,1260000,120000,0,210000,console
PS2,2010,Sports,110000,90000,0,30000,console
PS,2000,Fighting,2009999,1350000,60000,160000,console
DS,2006,Sports,200000,0,0,20000,portable
3DS,2015,Action,0,0,140000,0,portable
Wii,2009,Adventure,0,50000,0,0,console
PC,2012,Role-Playing,0,60000,0,10000,pc
DS,2005,Platform,160000,0,0,10000,portable
GBA,2006,Simulation,120000,40000,0,0,portable
PS2,2002,Sports,210000,170000,0,60000,console
Wii,2010,Misc,100000,0,0,10000,console
PS,2000,Role-Playing,60000,40000,660000,50000,console
PS3,2007,Action,140000,100000,0,50000,console
PS3,2008,Racing,1550000,540000,50000,310000,console
PS3,2011,Action,270000,500000,0,170000,console
X360,2011,Misc,50000,30000,0,10000,console
XOne,2016,Action,60000,30000,0,10000,console
PS4,2016,Action,10000,0,0,0,console
GEN,1992,Platform,4470000,1200000,160000,190000,console
Wii,2007,Simulation,410000,10000,0,30000,console
PS3,2012,Action,150000,110000,30000,50000,console
PSP,2007,Sports,140000,150000,0,90000,portable
PS,1996,Sports,80000,50000,350000,30000,console
PSV,2015,Role-Playing,0,0,60000,0,portable
PSV,2015,Misc,0,0,50000,0,portable
N64,2000,Action,1900000,670000,730000,60000,console
XB,2004,Sports,630000,20000,0,30000,console
PS2,2000,Sports,140000,110000,0,40000,console
DS,2009,Platform,200000,10000,0,20000,portable
PS3,2010,Role-Playing,80000,10000,130000,10000,console
PS,1999,Role-Playing,140000,100000,0,20000,console
PS2,2007,Racing,190000,150000,10000,50000,console
